tracking_id,source,campaign,influencer_id,user_id,brand,product,date,orders,revenue,clicks,cost_per_click
TRK_00050,influencer_post,Summer_Fitness_2024,INF_131,USER_34683,Gritzo,SuperMilk Daily Nutrition,2025-03-14,0,0.0,2,0.0
TRK_00051,reel,Monsoon_Immunity,INF_075,USER_31618,HKVitals,Omega 3 Fatty Acids,2025-06-02,0,0.0,4,0.0
TRK_00052,reel,Monsoon_Immunity,INF_020,USER_20851,MuscleBlaze,BCAA Pro,2025-03-31,1,4864.94,9,1.43
TRK_00053,story,Protein_Awareness,INF_006,USER_47414,HKVitals,Calcium Magnesium Zinc,2025-01-24,0,0.0,4,0.0
TRK_00054,reel,New_Year_Health,INF_047,USER_28144,Gritzo,Growth Protein Powder,2025-06-01,0,0.0,9,0.0
TRK_00055,organic,Women_Wellness,,USER_23920,MuscleBlaze,Mass Gainer XXL,2025-02-06,0,0.0,0,0.0
TRK_00056,influencer_post,Summer_Fitness_2024,INF_005,USER_29877,Gritzo,Brain Development Supplement,2025-02-28,0,0.0,6,0.0
TRK_00057,organic,Protein_Awareness,,USER_38905,Gritzo,Growth Protein Powder,2025-03-29,0,0.0,0,0.0
TRK_00058,youtube_video,Protein_Awareness,INF_019,USER_34154,Gritzo,SuperMilk Daily Nutrition,2025-06-18,0,0.0,3,0.0
TRK_00059,organic,Monsoon_Immunity,,USER_24216,MuscleBlaze,Mass Gainer XXL,2025-06-10,0,0.0,0,0.0
TRK_00060,influencer_post,New_Year_Health,INF_150,USER_15045,MuscleBlaze,Biozyme Performance Whey,2025-02-01,0,0.0,5,0.0
TRK_00061,reel,Monsoon_Immunity,INF_084,USER_42619,HKVitals,Calcium Magnesium Zinc,2025-04-19,1,993.34,8,2.71
TRK_00062,reel,Women_Wellness,INF_146,USER_46351,MuscleBlaze,Pre Workout WrathX,2025-06-17,1,3707.1,1,1.15
TRK_00063,reel,Women_Wellness,INF_067,USER_40052,MuscleBlaze,Biozyme Performance Whey,2025-04-08,0,0.0,9,0.0
TRK_00064,influencer_post,Women_Wellness,INF_145,USER_13793,Gritzo,Immunity Booster,2025-03-20,0,0.0,8,0.0
TRK_00065,youtube_video,Women_Wellness,INF_103,USER_31557,MuscleBlaze,Pre Workout WrathX,2025-05-26,0,0.0,3,0.0
TRK_00066,reel,New_Year_Health,INF_008,USER_49042,HKVitals,Multivitamin Women,2025-03-14,0,0.0,4,0.0
TRK_00067,influencer_post,Women_Wellness,INF_096,USER_8033,MuscleBlaze,Mass Gainer XXL,2025-04-24,0,0.0,4,0.0
TRK_00068,organic,Women_Wellness,,USER_43389,HKVitals,Skin Radiance Collagen,2025-03-19,0,0.0,0,0.0
TRK_00069,story,Women_Wellness,INF_093,USER_35380,MuscleBlaze,Mass Gainer XXL,2025-03-04,1,3750.23,7,1.99
TRK_00070,reel,New_Year_Health,INF_076,USER_28866,MuscleBlaze,Pre Workout WrathX,2025-07-04,0,0.0,9,0.0
TRK_00071,reel,Summer_Fitness_2024,INF_117,USER_41590,HKVitals,Calcium Magnesium Zinc,2025-03-13,0,0.0,5,0.0
TRK_00072,youtube_video,Protein_Awareness,INF_041,USER_195,HKVitals,Fish Oil Gold,2025-06-09,0,0.0,4,0.0
TRK_00073,organic,Summer_Fitness_2024,,USER_18498,MuscleBlaze,Pre Workout WrathX,2025-04-01,0,0.0,0,0.0
TRK_00074,reel,New_Year_Health,INF_060,USER_19980,Gritzo,SuperMilk Daily Nutrition,2025-03-25,0,0.0,1,0.0
TRK_00075,youtube_video,Protein_Awareness,INF_054,USER_42500,HKVitals,Skin Radiance Collagen,2025-05-06,1,1111.52,4,1.67
TRK_00076,youtube_video,New_Year_Health,INF_115,USER_33316,MuscleBlaze,Creatine Monohydrate,2025-01-25,0,0.0,7,0.0
TRK_00077,reel,Protein_Awareness,INF_146,USER_27468,MuscleBlaze,Creatine Monohydrate,2025-05-31,0,0.0,2,0.0
TRK_00078,organic,Women_Wellness,,USER_42688,HKVitals,Omega 3 Fatty Acids,2025-03-09,0,0.0,0,0.0
TRK_00079,organic,New_Year_Health,,USER_27144,Gritzo,Immunity Booster,2025-06-17,0,0.0,0,0.0
TRK_00080,story,Summer_Fitness_2024,INF_139,USER_24677,Gritzo,Growth Protein Powder,2025-02-03,0,0.0,8,0.0
TRK_00081,organic,Women_Wellness,,USER_11323,Gritzo,Growth Protein Powder,2025-06-21,0,0.0,0,0.0
TRK_00082,organic,Protein_Awareness,,USER_9214,HKVitals,Calcium Magnesium Zinc,2025-06-15,0,0.0,0,0.0
TRK_00083,organic,Summer_Fitness_2024,,USER_5164,MuscleBlaze,Biozyme Performance Whey,2025-02-17,0,0.0,0,0.0
TRK_00084,influencer_post,Protein_Awareness,INF_134,USER_2013,HKVitals,Fish Oil Gold,2025-05-09,1,1239.0,5,1.36
TRK_00085,influencer_post,Summer_Fitness_2024,INF_133,USER_28256,MuscleBlaze,Creatine Monohydrate,2025-02-14,0,0.0,1,0.0
TRK_00086,organic,Protein_Awareness,,USER_27332,Gritzo,SuperMilk Daily Nutrition,2025-02-24,0,0.0,0,0.0
TRK_00087,story,Monsoon_Immunity,INF_068,USER_18712,MuscleBlaze,Pre Workout WrathX,2025-05-09,0,0.0,3,0.0
TRK_00088,influencer_post,Women_Wellness,INF_014,USER_44006,Gritzo,Immunity Booster,2025-01-31,0,0.0,4,0.0
TRK_00089,reel,Protein_Awareness,INF_023,USER_49619,HKVitals,Omega 3 Fatty Acids,2025-01-28,0,0.0,3,0.0
TRK_00090,influencer_post,New_Year_Health,INF_063,USER_33604,Gritzo,Height Plus Formula,2025-03-19,0,0.0,1,0.0
TRK_00091,story,Women_Wellness,INF_119,USER_43897,Gritzo,SuperMilk Daily Nutrition,2025-07-02,0,0.0,6,0.0
TRK_00092,organic,Women_Wellness,,USER_7769,Gritzo,Growth Protein Powder,2025-04-28,0,0.0,0,0.0
TRK_00093,influencer_post,New_Year_Health,INF_133,USER_44495,Gritzo,Immunity Booster,2025-06-30,0,0.0,3,0.0
TRK_00094,youtube_video,Monsoon_Immunity,INF_069,USER_30650,HKVitals,Fish Oil Gold,2025-06-25,0,0.0,6,0.0
TRK_00095,organic,Women_Wellness,,USER_2850,Gritzo,Growth Protein Powder,2025-02-19,0,0.0,0,0.0
TRK_00096,youtube_video,New_Year_Health,INF_149,USER_2547,MuscleBlaze,Creatine Monohydrate,2025-02-16,1,3532.91,6,1.94
TRK_00097,story,Women_Wellness,INF_122,USER_46646,MuscleBlaze,Creatine Monohydrate,2025-05-20,0,0.0,6,0.0
TRK_00098,youtube_video,New_Year_Health,INF_046,USER_40452,Gritzo,Immunity Booster,2025-07-20,0,0.0,7,0.0
TRK_00099,influencer_post,Summer_Fitness_2024,INF_056,USER_49377,MuscleBlaze,Mass Gainer XXL,2025-03-18,0,0.0,5,0.0
TRK_00100,story,Monsoon_Immunity,INF_122,USER_38849,MuscleBlaze,Biozyme Performance Whey,2025-03-06,0,0.0,9,0.0
TRK_00101,story,Monsoon_Immunity,INF_122,USER_27874,MuscleBlaze,Pre Workout WrathX,2025-03-08,1,3166.57,9,2.92
TRK_00102,youtube_video,Women_Wellness,INF_007,USER_45091,MuscleBlaze,Mass Gainer XXL,2025-06-19,0,0.0,2,0.0
TRK_00103,reel,Women_Wellness,INF_080,USER_13995,Gritzo,Growth Protein Powder,2025-04-18,0,0.0,1,0.0
TRK_00104,influencer_post,Protein_Awareness,INF_036,USER_19327,Gritzo,SuperMilk Daily Nutrition,2025-01-31,0,0.0,7,0.0
TRK_00105,story,Monsoon_Immunity,INF_076,USER_14335,HKVitals,Fish Oil Gold,2025-05-19,0,0.0,1,0.0
TRK_00106,reel,Women_Wellness,INF_056,USER_22892,HKVitals,Skin Radiance Collagen,2025-06-28,0,0.0,1,0.0
TRK_00107,influencer_post,New_Year_Health,INF_075,USER_48831,Gritzo,Growth Protein Powder,2025-02-14,0,0.0,2,0.0
TRK_00108,youtube_video,New_Year_Health,INF_039,USER_25246,HKVitals,Calcium Magnesium Zinc,2025-03-05,0,0.0,5,0.0
TRK_00109,reel,Women_Wellness,INF_090,USER_32092,HKVitals,Omega 3 Fatty Acids,2025-07-16,0,0.0,1,0.0
TRK_00110,youtube_video,Monsoon_Immunity,INF_114,USER_22836,MuscleBlaze,Biozyme Performance Whey,2025-03-22,0,0.0,2,0.0
TRK_00111,organic,Monsoon_Immunity,,USER_35653,MuscleBlaze,Mass Gainer XXL,2025-01-31,0,0.0,0,0.0
TRK_00112,organic,Women_Wellness,,USER_38210,Gritzo,Height Plus Formula,2025-06-10,0,0.0,0,0.0
TRK_00113,youtube_video,Protein_Awareness,INF_016,USER_45349,MuscleBlaze,Pre Workout WrathX,2025-03-28,0,0.0,1,0.0
TRK_00114,organic,Protein_Awareness,,USER_6663,MuscleBlaze,Pre Workout WrathX,2025-03-31,0,0.0,0,0.0
TRK_00115,influencer_post,Protein_Awareness,INF_069,USER_40959,Gritzo,Brain Development Supplement,2025-06-22,1,1344.57,6,1.61
TRK_00116,reel,Women_Wellness,INF_090,USER_33091,MuscleBlaze,Creatine Monohydrate,2025-02-23,0,0.0,4,0.0
TRK_00117,youtube_video,Monsoon_Immunity,INF_139,USER_40963,HKVitals,Omega 3 Fatty Acids,2025-03-01,0,0.0,4,0.0
TRK_00118,organic,Women_Wellness,,USER_22169,MuscleBlaze,Biozyme Performance Whey,2025-03-29,0,0.0,0,0.0
TRK_00119,youtube_video,New_Year_Health,INF_083,USER_44821,MuscleBlaze,Creatine Monohydrate,2025-04-16,0,0.0,9,0.0
TRK_00120,reel,Protein_Awareness,INF_082,USER_16620,MuscleBlaze,BCAA Pro,2025-05-13,1,4017.33,1,0.82
TRK_00121,reel,Women_Wellness,INF_140,USER_1068,MuscleBlaze,BCAA Pro,2025-04-27,0,0.0,8,0.0
TRK_00122,organic,Women_Wellness,,USER_2710,Gritzo,SuperMilk Daily Nutrition,2025-06-22,0,0.0,0,0.0
TRK_00123,youtube_video,Protein_Awareness,INF_095,USER_47813,HKVitals,Omega 3 Fatty Acids,2025-05-30,0,0.0,9,0.0
TRK_00124,influencer_post,Monsoon_Immunity,INF_035,USER_35933,HKVitals,Fish Oil Gold,2025-03-07,0,0.0,2,0.0
TRK_00125,story,New_Year_Health,INF_007,USER_29725,HKVitals,Multivitamin Women,2025-04-03,0,0.0,8,0.0
TRK_00126,story,Women_Wellness,INF_100,USER_14720,Gritzo,Growth Protein Powder,2025-03-30,0,0.0,4,0.0
TRK_00127,influencer_post,New_Year_Health,INF_049,USER_41332,Gritzo,Height Plus Formula,2025-06-16,1,995.23,7,1.28
TRK_00128,organic,Women_Wellness,,USER_31868,Gritzo,Immunity Booster,2025-04-12,0,0.0,0,0.0
TRK_00129,youtube_video,Protein_Awareness,INF_019,USER_371,HKVitals,Calcium Magnesium Zinc,2025-07-10,0,0.0,4,0.0
TRK_00130,influencer_post,Protein_Awareness,INF_076,USER_32374,Gritzo,Immunity Booster,2025-02-22,0,0.0,1,0.0
TRK_00131,organic,Summer_Fitness_2024,,USER_25618,MuscleBlaze,Creatine Monohydrate,2025-05-12,0,0.0,0,0.0
TRK_00132,influencer_post,Monsoon_Immunity,INF_014,USER_18131,MuscleBlaze,Biozyme Performance Whey,2025-07-02,1,5244.82,7,2.85
TRK_00133,reel,Monsoon_Immunity,INF_071,USER_417,HKVitals,Omega 3 Fatty Acids,2025-01-30,0,0.0,9,0.0
TRK_00134,story,Summer_Fitness_2024,INF_111,USER_34671,Gritzo,SuperMilk Daily Nutrition,2025-06-22,0,0.0,2,0.0
TRK_00135,story,Summer_Fitness_2024,INF_120,USER_16316,HKVitals,Omega 3 Fatty Acids,2025-06-18,0,0.0,6,0.0
TRK_00136,influencer_post,New_Year_Health,INF_080,USER_30407,Gritzo,SuperMilk Daily Nutrition,2025-06-05,0,0.0,4,0.0
TRK_00137,influencer_post,Protein_Awareness,INF_143,USER_9130,MuscleBlaze,Pre Workout WrathX,2025-06-22,0,0.0,7,0.0
TRK_00138,influencer_post,Summer_Fitness_2024,INF_060,USER_40773,Gritzo,Height Plus Formula,2025-07-16,0,0.0,1,0.0
TRK_00139,organic,Women_Wellness,,USER_28380,HKVitals,Multivitamin Women,2025-06-27,0,0.0,0,0.0
TRK_00140,reel,New_Year_Health,INF_148,USER_36173,HKVitals,Fish Oil Gold,2025-05-29,0,0.0,7,0.0
TRK_00141,youtube_video,Women_Wellness,INF_032,USER_15982,HKVitals,Multivitamin Women,2025-03-22,0,0.0,2,0.0
TRK_00142,influencer_post,New_Year_Health,INF_150,USER_23277,Gritzo,Height Plus Formula,2025-03-27,0,0.0,5,0.0
TRK_00143,influencer_post,Women_Wellness,INF_060,USER_20442,HKVitals,Omega 3 Fatty Acids,2025-02-15,0,0.0,7,0.0
TRK_00144,youtube_video,Protein_Awareness,INF_038,USER_30468,MuscleBlaze,Biozyme Performance Whey,2025-01-26,0,0.0,8,0.0
TRK_00145,story,Women_Wellness,INF_136,USER_26181,MuscleBlaze,Biozyme Performance Whey,2025-02-09,0,0.0,1,0.0
TRK_00146,youtube_video,Summer_Fitness_2024,INF_096,USER_17575,Gritzo,SuperMilk Daily Nutrition,2025-05-23,0,0.0,2,0.0
TRK_00147,story,Protein_Awareness,INF_122,USER_44552,HKVitals,Multivitamin Women,2025-03-08,0,0.0,2,0.0
TRK_00148,influencer_post,Protein_Awareness,INF_008,USER_9552,Gritzo,Growth Protein Powder,2025-05-16,0,0.0,1,0.0
TRK_00149,reel,Monsoon_Immunity,INF_046,USER_40029,Gritzo,Height Plus Formula,2025-07-02,1,967.17,1,0.77
TRK_00150,organic,Monsoon_Immunity,,USER_13122,HKVitals,Calcium Magnesium Zinc,2025-07-10,1,1834.52,0,0.57
TRK_00151,story,New_Year_Health,INF_147,USER_1725,HKVitals,Multivitamin Women,2025-04-25,0,0.0,7,0.0
TRK_00152,influencer_post,Women_Wellness,INF_135,USER_12414,Gritzo,SuperMilk Daily Nutrition,2025-03-25,0,0.0,7,0.0
TRK_00153,influencer_post,New_Year_Health,INF_139,USER_24712,MuscleBlaze,Biozyme Performance Whey,2025-02-28,0,0.0,5,0.0
TRK_00154,reel,Protein_Awareness,INF_067,USER_49387,HKVitals,Fish Oil Gold,2025-04-19,0,0.0,4,0.0
TRK_00155,youtube_video,Protein_Awareness,INF_112,USER_23614,MuscleBlaze,Biozyme Performance Whey,2025-03-31,0,0.0,4,0.0
TRK_00156,organic,Summer_Fitness_2024,,USER_23063,HKVitals,Calcium Magnesium Zinc,2025-03-15,0,0.0,0,0.0
TRK_00157,organic,Summer_Fitness_2024,,USER_11279,Gritzo,SuperMilk Daily Nutrition,2025-04-20,0,0.0,0,0.0
TRK_00158,influencer_post,Women_Wellness,INF_048,USER_9853,HKVitals,Skin Radiance Collagen,2025-04-02,0,0.0,6,0.0
TRK_00159,story,Protein_Awareness,INF_128,USER_20112,HKVitals,Fish Oil Gold,2025-02-16,0,0.0,1,0.0
TRK_00160,reel,Women_Wellness,INF_124,USER_40052,MuscleBlaze,Pre Workout WrathX,2025-03-15,0,0.0,2,0.0
TRK_00161,story,Women_Wellness,INF_049,USER_3924,HKVitals,Fish Oil Gold,2025-04-10,0,0.0,7,0.0
TRK_00162,influencer_post,New_Year_Health,INF_090,USER_34887,Gritzo,Immunity Booster,2025-07-14,0,0.0,6,0.0
TRK_00163,influencer_post,Protein_Awareness,INF_077,USER_42499,HKVitals,Skin Radiance Collagen,2025-02-11,0,0.0,7,0.0
TRK_00164,story,Monsoon_Immunity,INF_118,USER_18483,MuscleBlaze,BCAA Pro,2025-04-03,0,0.0,7,0.0
TRK_00165,influencer_post,Summer_Fitness_2024,INF_105,USER_29026,HKVitals,Fish Oil Gold,2025-07-01,0,0.0,4,0.0
TRK_00166,reel,Monsoon_Immunity,INF_089,USER_30974,MuscleBlaze,Mass Gainer XXL,2025-02-08,0,0.0,9,0.0
TRK_00167,reel,Summer_Fitness_2024,INF_111,USER_42786,HKVitals,Multivitamin Women,2025-03-10,0,0.0,6,0.0
TRK_00168,organic,Monsoon_Immunity,,USER_7721,HKVitals,Omega 3 Fatty Acids,2025-02-01,0,0.0,0,0.0
TRK_00169,influencer_post,Protein_Awareness,INF_091,USER_17969,Gritzo,Immunity Booster,2025-05-28,0,0.0,1,0.0
TRK_00170,story,Protein_Awareness,INF_146,USER_9902,MuscleBlaze,Mass Gainer XXL,2025-04-15,0,0.0,9,0.0
TRK_00171,youtube_video,New_Year_Health,INF_117,USER_24229,Gritzo,Height Plus Formula,2025-04-14,0,0.0,9,0.0
TRK_00172,story,Summer_Fitness_2024,INF_021,USER_24356,Gritzo,Growth Protein Powder,2025-06-27,0,0.0,8,0.0
TRK_00173,reel,Summer_Fitness_2024,INF_050,USER_21417,MuscleBlaze,Pre Workout WrathX,2025-03-24,0,0.0,1,0.0
TRK_00174,reel,Women_Wellness,INF_085,USER_24485,HKVitals,Omega 3 Fatty Acids,2025-04-04,0,0.0,1,0.0
TRK_00175,influencer_post,Monsoon_Immunity,INF_067,USER_4347,HKVitals,Skin Radiance Collagen,2025-03-11,0,0.0,1,0.0
TRK_00176,organic,Women_Wellness,,USER_43981,MuscleBlaze,Biozyme Performance Whey,2025-03-19,0,0.0,0,0.0
TRK_00177,influencer_post,Protein_Awareness,INF_020,USER_11160,Gritzo,SuperMilk Daily Nutrition,2025-06-16,0,0.0,9,0.0
TRK_00178,influencer_post,New_Year_Health,INF_025,USER_22178,Gritzo,Height Plus Formula,2025-01-31,0,0.0,6,0.0
TRK_00179,influencer_post,Protein_Awareness,INF_005,USER_5319,MuscleBlaze,Creatine Monohydrate,2025-04-13,0,0.0,2,0.0
TRK_00180,story,New_Year_Health,INF_126,USER_14342,Gritzo,Height Plus Formula,2025-04-30,0,0.0,4,0.0
TRK_00181,reel,Monsoon_Immunity,INF_038,USER_14488,MuscleBlaze,Mass Gainer XXL,2025-06-22,0,0.0,1,0.0
TRK_00182,reel,New_Year_Health,INF_133,USER_14900,HKVitals,Omega 3 Fatty Acids,2025-03-24,0,0.0,3,0.0
TRK_00183,reel,New_Year_Health,INF_129,USER_4614,Gritzo,Brain Development Supplement,2025-07-10,0,0.0,3,0.0
TRK_00184,story,Women_Wellness,INF_140,USER_44566,MuscleBlaze,Pre Workout WrathX,2025-06-13,0,0.0,3,0.0
TRK_00185,youtube_video,Women_Wellness,INF_009,USER_13694,Gritzo,Immunity Booster,2025-04-10,0,0.0,1,0.0
TRK_00186,influencer_post,New_Year_Health,INF_122,USER_3236,MuscleBlaze,Pre Workout WrathX,2025-03-20,0,0.0,5,0.0
TRK_00187,story,New_Year_Health,INF_117,USER_30659,Gritzo,Growth Protein Powder,2025-04-20,0,0.0,3,0.0
TRK_00188,reel,Women_Wellness,INF_094,USER_23001,MuscleBlaze,Creatine Monohydrate,2025-07-13,1,2370.26,4,2.37
TRK_00189,youtube_video,Women_Wellness,INF_111,USER_28227,MuscleBlaze,Creatine Monohydrate,2025-03-30,0,0.0,4,0.0
TRK_00190,story,New_Year_Health,INF_044,USER_37790,MuscleBlaze,BCAA Pro,2025-04-03,0,0.0,5,0.0
TRK_00191,story,Women_Wellness,INF_128,USER_27550,Gritzo,Immunity Booster,2025-06-03,0,0.0,8,0.0
TRK_00192,youtube_video,New_Year_Health,INF_010,USER_11621,Gritzo,Height Plus Formula,2025-02-06,0,0.0,1,0.0
TRK_00193,influencer_post,Women_Wellness,INF_106,USER_1387,Gritzo,Immunity Booster,2025-03-30,0,0.0,8,0.0
TRK_00194,organic,Summer_Fitness_2024,,USER_33746,MuscleBlaze,Creatine Monohydrate,2025-02-11,0,0.0,0,0.0
TRK_00195,youtube_video,Monsoon_Immunity,INF_047,USER_42931,HKVitals,Fish Oil Gold,2025-06-05,0,0.0,4,0.0
TRK_00196,youtube_video,Summer_Fitness_2024,INF_050,USER_37307,MuscleBlaze,Creatine Monohydrate,2025-06-01,0,0.0,9,0.0
TRK_00197,story,Monsoon_Immunity,INF_146,USER_30069,MuscleBlaze,Pre Workout WrathX,2025-02-12,0,0.0,4,0.0
TRK_00198,influencer_post,Women_Wellness,INF_089,USER_18896,MuscleBlaze,Biozyme Performance Whey,2025-03-31,1,1946.67,7,1.84
TRK_00199,reel,Women_Wellness,INF_050,USER_36584,MuscleBlaze,Mass Gainer XXL,2025-02-06,0,0.0,9,0.0
TRK_00200,organic,Women_Wellness,,USER_5112,HKVitals,Skin Radiance Collagen,2025-07-18,0,0.0,0,0.0
TRK_00201,reel,Summer_Fitness_2024,INF_013,USER_6031,HKVitals,Fish Oil Gold,2025-06-04,0,0.0,6,0.0
TRK_00202,reel,Women_Wellness,INF_104,USER_15275,Gritzo,Height Plus Formula,2025-02-22,0,0.0,2,0.0
TRK_00203,youtube_video,Women_Wellness,INF_047,USER_16271,HKVitals,Skin Radiance Collagen,2025-02-06,1,657.3,9,2.44
TRK_00204,organic,Monsoon_Immunity,,USER_8658,HKVitals,Fish Oil Gold,2025-01-30,0,0.0,0,0.0
